-0.2,-0.1,-7.8,-7.7,	4245
-0.2,-0.1,-8.1,-8.0,	2318
-0.2,-0.1,-8.4,-8.3,	1165
-0.2,-0.1,-8.7,-8.6,	532
-0.2,-0.1,-9.0,-8.9,	225
-0.2,-0.1,-9.3,-9.2,	80
-0.2,-0.1,-9.6,-9.5,	28
-0.2,-0.1,-9.9,-9.8,	4
-0.2,-0.1,0.1,0.2,	1232
-0.2,-0.1,0.4,0.5,	1591
-0.2,-0.1,0.7,0.8,	2495
-0.2,-0.1,1.0,1.1,	4061
-0.2,-0.1,1.3,1.4,	6327
-0.2,-0.1,1.6,1.7,	9711
-0.2,-0.1,1.9,2.0,	13790
-0.2,-0.1,10.2,10.3,	2
-0.2,-0.1,10.5,10.6,	1
-0.2,-0.1,10.8,10.9,	1
-0.2,-0.1,2.2,2.3,	17698
-0.2,-0.1,2.5,2.6,	21788
-0.2,-0.1,2.8,2.9,	23651
-0.2,-0.1,3.1,3.2,	23922
-0.2,-0.1,3.4,3.5,	22416
-0.2,-0.1,3.7,3.8,	19519
-0.2,-0.1,4.0,4.1,	17231
-0.2,-0.1,4.3,4.4,	15581
-0.2,-0.1,4.6,4.7,	15203
-0.2,-0.1,4.9,5.0,	16695
-0.2,-0.1,5.2,5.3,	19345
-0.2,-0.1,5.5,5.6,	21806
-0.2,-0.1,5.8,5.9,	23277
-0.2,-0.1,6.1,6.2,	23048
-0.2,-0.1,6.4,6.5,	21101
-0.2,-0.1,6.7,6.8,	17283
-0.2,-0.1,7.0,7.1,	13406
-0.2,-0.1,7.3,7.4,	9268
-0.2,-0.1,7.6,7.7,	5846
-0.2,-0.1,7.9,8.0,	3518
-0.2,-0.1,8.2,8.3,	1834
-0.2,-0.1,8.5,8.6,	886
-0.2,-0.1,8.8,8.9,	415
-0.2,-0.1,9.1,9.2,	165
-0.2,-0.1,9.4,9.5,	60
-0.2,-0.1,9.7,9.8,	21
-0.3,-0.2,-0.2,-0.1,	1424
-0.3,-0.2,-0.5,-0.4,	1853
-0.3,-0.2,-0.8,-0.7,	2804
-0.3,-0.2,-1.1,-1.0,	4620
-0.3,-0.2,-1.4,-1.3,	7053
-0.3,-0.2,-1.7,-1.6,	10779
-0.3,-0.2,-10.1,-10.0,	3
-0.3,-0.2,-10.4,-10.3,	1
-0.3,-0.2,-10.7,-10.6,	1
-0.3,-0.2,-2.0,-1.9,	14936
-0.3,-0.2,-2.3,-2.2,	19028
-0.3,-0.2,-2.6,-2.5,	21951
-0.3,-0.2,-2.9,-2.8,	23339
-0.3,-0.2,-3.2,-3.1,	23273
-0.3,-0.2,-3.5,-3.4,	21036
-0.3,-0.2,-3.8,-3.7,	18448
-0.3,-0.2,-4.1,-4.0,	16337
-0.3,-0.2,-4.4,-4.3,	14837
-0.3,-0.2,-4.7,-4.6,	15117
-0.3,-0.2,-5.0,-4.9,	17083
-0.3,-0.2,-5.3,-5.2,	19574
-0.3,-0.2,-5.6,-5.5,	21810
-0.3,-0.2,-5.9,-5.8,	22384
-0.3,-0.2,-6.2,-6.1,	21864
-0.3,-0.2,-6.5,-6.4,	19371
-0.3,-0.2,-6.8,-6.7,	15820
-0.3,-0.2,-7.1,-7.0,	11637
-0.3,-0.2,-7.4,-7.3,	7931
-0.3,-0.2,-7.7,-7.6,	4869
-0.3,-0.2,-8.0,-7.9,	2763
-0.3,-0.2,-8.3,-8.2,	1455
-0.3,-0.2,-8.6,-8.5,	683
-0.3,-0.2,-8.9,-8.8,	281
-0.3,-0.2,-9.2,-9.1,	108
-0.3,-0.2,-9.5,-9.4,	38
-0.3,-0.2,-9.8,-9.7,	15
-0.3,-0.2,0.0,0.1,	2655
-0.3,-0.2,0.3,0.4,	1581
-0.3,-0.2,0.6,0.7,	2247
-0.3,-0.2,0.9,1.0,	3308
-0.3,-0.2,1.2,1.3,	5466
-0.3,-0.2,1.5,1.6,	8480
-0.3,-0.2,1.8,1.9,	12160
-0.3,-0.2,10.1,10.2,	8
-0.3,-0.2,2.1,2.2,	16545
-0.3,-0.2,2.4,2.5,	19894
-0.3,-0.2,2.7,2.8,	22279
-0.3,-0.2,3.0,3.1,	23677
-0.3,-0.2,3.3,3.4,	22467
-0.3,-0.2,3.6,3.7,	20013
-0.3,-0.2,3.9,4.0,	17593
-0.3,-0.2,4.2,4.3,	15680
-0.3,-0.2,4.5,4.6,	14825
-0.3,-0.2,4.8,4.9,	15789
-0.3,-0.2,5.1,5.2,	18129
-0.3,-0.2,5.4,5.5,	20391
-0.3,-0.2,5.7,5.8,	22166
-0.3,-0.2,6.0,6.1,	22403
-0.3,-0.2,6.3,6.4,	21371
-0.3,-0.2,6.6,6.7,	18305
-0.3,-0.2,6.9,7.0,	14455
-0.3,-0.2,7.2,7.3,	10127
-0.3,-0.2,7.5,7.6,	6770
-0.3,-0.2,7.8,7.9,	4053
-0.3,-0.2,8.1,8.2,	2219
-0.3,-0.2,8.4,8.5,	1107
-0.3,-0.2,8.7,8.8,	517
-0.3,-0.2,9.0,9.1,	225
-0.3,-0.2,9.3,9.4,	68
-0.3,-0.2,9.6,9.7,	33
-0.3,-0.2,9.9,10.0,	7
-0.4,-0.3,-0.1,0.0,	1527
-0.4,-0.3,-0.4,-0.3,	1841
-0.4,-0.3,-0.7,-0.6,	2585
-0.4,-0.3,-1.0,-0.9,	3958
-0.4,-0.3,-1.3,-1.2,	6155
-0.4,-0.3,-1.6,-1.5,	9354
-0.4,-0.3,-1.9,-1.8,	13241
-0.4,-0.3,-10.2,-10.1,	1
-0.4,-0.3,-10.5,-10.4,	1
-0.4,-0.3,-2.2,-2.1,	16936
-0.4,-0.3,-2.5,-2.4,	20119
-0.4,-0.3,-2.8,-2.7,	22550
-0.4,-0.3,-3.1,-3.0,	22662
-0.4,-0.3,-3.4,-3.3,	21218
-0.4,-0.3,-3.7,-3.6,	18637
-0.4,-0.3,-4.0,-3.9,	16196
-0.4,-0.3,-4.3,-4.2,	14639
-0.4,-0.3,-4.6,-4.5,	14233
-0.4,-0.3,-4.9,-4.8,	15838
-0.4,-0.3,-5.2,-5.1,	18044
-0.4,-0.3,-5.5,-5.4,	20280
-0.4,-0.3,-5.8,-5.7,	21813
-0.4,-0.3,-6.1,-6.0,	21638
-0.4,-0.3,-6.4,-6.3,	19600
-0.4,-0.3,-6.7,-6.6,	16311
-0.4,-0.3,-7.0,-6.9,	12447
-0.4,-0.3,-7.3,-7.2,	8720
-0.4,-0.3,-7.6,-7.5,	5589
-0.4,-0.3,-7.9,-7.8,	3215
-0.4,-0.3,-8.2,-8.1,	1823
-0.4,-0.3,-8.5,-8.4,	881
-0.4,-0.3,-8.8,-8.7,	384
-0.4,-0.3,-9.1,-9.0,	148
-0.4,-0.3,-9.4,-9.3,	61
-0.4,-0.3,-9.7,-9.6,	18
-0.4,-0.3,0.2,0.3,	1562
-0.4,-0.3,0.5,0.6,	1973
-0.4,-0.3,0.8,0.9,	2941
-0.4,-0.3,1.1,1.2,	4523
-0.4,-0.3,1.4,1.5,	7144
-0.4,-0.3,1.7,1.8,	10614
-0.4,-0.3,10.0,10.1,	4
-0.4,-0.3,10.3,10.4,	4
-0.4,-0.3,10.6,10.7,	1
-0.4,-0.3,2.0,2.1,	14561
-0.4,-0.3,2.3,2.4,	18310
-0.4,-0.3,2.6,2.7,	21259
-0.4,-0.3,2.9,3.0,	22708
-0.4,-0.3,3.2,3.3,	22229
-0.4,-0.3,3.5,3.6,	20389
-0.4,-0.3,3.8,3.9,	17941
-0.4,-0.3,4.1,4.2,	15584
-0.4,-0.3,4.4,4.5,	14393
-0.4,-0.3,4.7,4.8,	14836
-0.4,-0.3,5.0,5.1,	16480
-0.4,-0.3,5.3,5.4,	18715
-0.4,-0.3,5.6,5.7,	20892
-0.4,-0.3,5.9,6.0,	21894
-0.4,-0.3,6.2,6.3,	21090
-0.4,-0.3,6.5,6.6,	18454
-0.4,-0.3,6.8,6.9,	14970
-0.4,-0.3,7.1,7.2,	11287
-0.4,-0.3,7.4,7.5,	7589
-0.4,-0.3,7.7,7.8,	4711
-0.4,-0.3,8.0,8.1,	2554
-0.4,-0.3,8.3,8.4,	1374
-0.4,-0.3,8.6,8.7,	620
-0.4,-0.3,8.9,9.0,	289
-0.4,-0.3,9.2,9.3,	111
-0.4,-0.3,9.5,9.6,	40
-0.4,-0.3,9.8,9.9,	19
-0.5,-0.4,-0.3,-0.2,	1898
-0.5,-0.4,-0.6,-0.5,	2366
-0.5,-0.4,-0.9,-0.8,	3424
-0.5,-0.4,-1.2,-1.1,	5207
-0.5,-0.4,-1.5,-1.4,	7907
-0.5,-0.4,-1.8,-1.7,	11390
-0.5,-0.4,-10.1,-10.0,	3
-0.5,-0.4,-2.1,-2.0,	15089
-0.5,-0.4,-2.4,-2.3,	18811
-0.5,-0.4,-2.7,-2.6,	21094
-0.5,-0.4,-3.0,-2.9,	21930
-0.5,-0.4,-3.3,-3.2,	20992
-0.5,-0.4,-3.6,-3.5,	18993
-0.5,-0.4,-3.9,-3.8,	16187
-0.5,-0.4,-4.2,-4.1,	14327
-0.5,-0.4,-4.5,-4.4,	13626
-0.5,-0.4,-4.8,-4.7,	14727
-0.5,-0.4,-5.1,-5.0,	16547
-0.5,-0.4,-5.4,-5.3,	18903
-0.5,-0.4,-5.7,-5.6,	20527
-0.5,-0.4,-6.0,-5.9,	20830
-0.5,-0.4,-6.3,-6.2,	19172
-0.5,-0.4,-6.6,-6.5,	16650
-0.5,-0.4,-6.9,-6.8,	13257
-0.5,-0.4,-7.2,-7.1,	9294
-0.5,-0.4,-7.5,-7.4,	6316
-0.5,-0.4,-7.8,-7.7,	3787
-0.5,-0.4,-8.1,-8.0,	2086
-0.5,-0.4,-8.4,-8.3,	1075
-0.5,-0.4,-8.7,-8.6,	442
-0.5,-0.4,-9.0,-8.9,	181
-0.5,-0.4,-9.3,-9.2,	73
-0.5,-0.4,-9.6,-9.5,	34
-0.5,-0.4,-9.9,-9.8,	7
-0.5,-0.4,0.1,0.2,	1712
-0.5,-0.4,0.4,0.5,	2099
-0.5,-0.4,0.7,0.8,	2687
-0.5,-0.4,1.0,1.1,	4034
-0.5,-0.4,1.3,1.4,	6111
-0.5,-0.4,1.6,1.7,	8984
-0.5,-0.4,1.9,2.0,	12812
-0.5,-0.4,10.5,10.6,	1
-0.5,-0.4,2.2,2.3,	16623
-0.5,-0.4,2.5,2.6,	19912
-0.5,-0.4,2.8,2.9,	21640
-0.5,-0.4,3.1,3.2,	21818
-0.5,-0.4,3.4,3.5,	20205
-0.5,-0.4,3.7,3.8,	18191
-0.5,-0.4,4.0,4.1,	15728
-0.5,-0.4,4.3,4.4,	13840
-0.5,-0.4,4.6,4.7,	13868
-0.5,-0.4,4.9,5.0,	15194
-0.5,-0.4,5.2,5.3,	17256
-0.5,-0.4,5.5,5.6,	19427
-0.5,-0.4,5.8,5.9,	20685
-0.5,-0.4,6.1,6.2,	20458
-0.5,-0.4,6.4,6.5,	18450
-0.5,-0.4,6.7,6.8,	15523
-0.5,-0.4,7.0,7.1,	11618
-0.5,-0.4,7.3,7.4,	8187
-0.5,-0.4,7.6,7.7,	5185
-0.5,-0.4,7.9,8.0,	3028
-0.5,-0.4,8.2,8.3,	1632
-0.5,-0.4,8.5,8.6,	783
-0.5,-0.4,8.8,8.9,	382
-0.5,-0.4,9.1,9.2,	145
-0.5,-0.4,9.4,9.5,	57
-0.5,-0.4,9.7,9.8,	20
-0.6,-0.5,-0.2,-0.1,	2051
-0.6,-0.5,-0.5,-0.4,	2366
-0.6,-0.5,-0.8,-0.7,	3190
-0.6,-0.5,-1.1,-1.0,	4594
-0.6,-0.5,-1.4,-1.3,	6919
-0.6,-0.5,-1.7,-1.6,	9866
-0.6,-0.5,-10.0,-9.9,	3
-0.6,-0.5,-10.3,-10.2,	1
-0.6,-0.5,-2.0,-1.9,	13638
-0.6,-0.5,-2.3,-2.2,	17125
-0.6,-0.5,-2.6,-2.5,	19838
-0.6,-0.5,-2.9,-2.8,	21195
-0.6,-0.5,-3.2,-3.1,	20431
-0.6,-0.5,-3.5,-3.4,	19227
-0.6,-0.5,-3.8,-3.7,	16341
-0.6,-0.5,-4.1,-4.0,	14224
-0.6,-0.5,-4.4,-4.3,	13060
-0.6,-0.5,-4.7,-4.6,	13245
-0.6,-0.5,-5.0,-4.9,	14798
-0.6,-0.5,-5.3,-5.2,	17029
-0.6,-0.5,-5.6,-5.5,	18812
-0.6,-0.5,-5.9,-5.8,	19370
-0.6,-0.5,-6.2,-6.1,	18797
-0.6,-0.5,-6.5,-6.4,	16885
-0.6,-0.5,-6.8,-6.7,	13561
-0.6,-0.5,-7.1,-7.0,	10073
-0.6,-0.5,-7.4,-7.3,	6840
-0.6,-0.5,-7.7,-7.6,	4202
-0.6,-0.5,-8.0,-7.9,	2325
-0.6,-0.5,-8.3,-8.2,	1172
-0.6,-0.5,-8.6,-8.5,	539
-0.6,-0.5,-8.9,-8.8,	240
-0.6,-0.5,-9.2,-9.1,	97
-0.6,-0.5,-9.5,-9.4,	46
-0.6,-0.5,-9.8,-9.7,	13
-0.6,-0.5,0.0,0.1,	3980
-0.6,-0.5,0.3,0.4,	2128
-0.6,-0.5,0.6,0.7,	2507
-0.6,-0.5,0.9,1.0,	3490
-0.6,-0.5,1.2,1.3,	5302
-0.6,-0.5,1.5,1.6,	7813
-0.6,-0.5,1.8,1.9,	11030
-0.6,-0.5,10.1,10.2,	2
-0.6,-0.5,10.4,10.5,	1
-0.6,-0.5,2.1,2.2,	14606
-0.6,-0.5,2.4,2.5,	18081
-0.6,-0.5,2.7,2.8,	20526
-0.6,-0.5,3.0,3.1,	20991
-0.6,-0.5,3.3,3.4,	20408
-0.6,-0.5,3.6,3.7,	18005
-0.6,-0.5,3.9,4.0,	15776
-0.6,-0.5,4.2,4.3,	13563
-0.6,-0.5,4.5,4.6,	13046
-0.6,-0.5,4.8,4.9,	13882
-0.6,-0.5,5.1,5.2,	15582
-0.6,-0.5,5.4,5.5,	17908
-0.6,-0.5,5.7,5.8,	19216
-0.6,-0.5,6.0,6.1,	19415
-0.6,-0.5,6.3,6.4,	18167
-0.6,-0.5,6.6,6.7,	15527
-0.6,-0.5,6.9,7.0,	12483
-0.6,-0.5,7.2,7.3,	8699
-0.6,-0.5,7.5,7.6,	5753
-0.6,-0.5,7.8,7.9,	3481
-0.6,-0.5,8.1,8.2,	1927
-0.6,-0.5,8.4,8.5,	963
-0.6,-0.5,8.7,8.8,	455
-0.6,-0.5,9.0,9.1,	167
-0.6,-0.5,9.3,9.4,	60
-0.6,-0.5,9.6,9.7,	26
-0.6,-0.5,9.9,10.0,	13
-0.7,-0.6,-0.1,0.0,	2263
-0.7,-0.6,-0.4,-0.3,	2539
-0.7,-0.6,-0.7,-0.6,	3018
-0.7,-0.6,-1.0,-0.9,	4072
-0.7,-0.6,-1.3,-1.2,	5950
-0.7,-0.6,-1.6,-1.5,	8475
-0.7,-0.6,-1.9,-1.8,	11935
-0.7,-0.6,-10.1,-10.0,	4
-0.7,-0.6,-10.4,-10.3,	1
-0.7,-0.6,-2.2,-2.1,	15385
-0.7,-0.6,-2.5,-2.4,	17841
-0.7,-0.6,-2.8,-2.7,	19887
-0.7,-0.6,-3.1,-3.0,	20107
-0.7,-0.6,-3.4,-3.3,	18744
-0.7,-0.6,-3.7,-3.6,	16541
-0.7,-0.6,-4.0,-3.9,	14082
-0.7,-0.6,-4.3,-4.2,	12783
-0.7,-0.6,-4.6,-4.5,	12426
-0.7,-0.6,-4.9,-4.8,	13407
-0.7,-0.6,-5.2,-5.1,	15184
-0.7,-0.6,-5.5,-5.4,	16986
-0.7,-0.6,-5.8,-5.7,	18207
-0.7,-0.6,-6.1,-6.0,	18056
-0.7,-0.6,-6.4,-6.3,	16383
-0.7,-0.6,-6.7,-6.6,	13642
-0.7,-0.6,-7.0,-6.9,	10583
-0.7,-0.6,-7.3,-7.2,	7358
-0.7,-0.6,-7.6,-7.5,	4688
-0.7,-0.6,-7.9,-7.8,	2748
-0.7,-0.6,-8.2,-8.1,	1398
-0.7,-0.6,-8.5,-8.4,	689
-0.7,-0.6,-8.8,-8.7,	306
-0.7,-0.6,-9.1,-9.0,	128
-0.7,-0.6,-9.4,-9.3,	47
-0.7,-0.6,-9.7,-9.6,	18
-0.7,-0.6,0.2,0.3,	2389
-0.7,-0.6,0.5,0.6,	2695
-0.7,-0.6,0.8,0.9,	3391
-0.7,-0.6,1.1,1.2,	4562
-0.7,-0.6,1.4,1.5,	6660
-0.7,-0.6,1.7,1.8,	9540
-0.7,-0.6,10.0,10.1,	3
-0.7,-0.6,2.0,2.1,	13086
-0.7,-0.6,2.3,2.4,	16176
-0.7,-0.6,2.6,2.7,	18834
-0.7,-0.6,2.9,3.0,	20175
-0.7,-0.6,3.2,3.3,	19506
-0.7,-0.6,3.5,3.6,	17962
-0.7,-0.6,3.8,3.9,	15661
-0.7,-0.6,4.1,4.2,	13491
-0.7,-0.6,4.4,4.5,	12290
-0.7,-0.6,4.7,4.8,	12589
-0.7,-0.6,5.0,5.1,	14127
-0.7,-0.6,5.3,5.4,	15753
-0.7,-0.6,5.6,5.7,	17785
-0.7,-0.6,5.9,6.0,	18130
-0.7,-0.6,6.2,6.3,	17330
-0.7,-0.6,6.5,6.6,	15414
-0.7,-0.6,6.8,6.9,	12779
-0.7,-0.6,7.1,7.2,	9128
-0.7,-0.6,7.4,7.5,	6325
-0.7,-0.6,7.7,7.8,	3870
-0.7,-0.6,8.0,8.1,	2225
-0.7,-0.6,8.3,8.4,	1153
-0.7,-0.6,8.6,8.7,	545
-0.7,-0.6,8.9,9.0,	237
-0.7,-0.6,9.2,9.3,	88
-0.7,-0.6,9.5,9.6,	36
-0.7,-0.6,9.8,9.9,	16
-0.8,-0.7,-0.3,-0.2,	2872
-0.8,-0.7,-0.6,-0.5,	3115
-0.8,-0.7,-0.9,-0.8,	3911
-0.8,-0.7,-1.2,-1.1,	5195
-0.8,-0.7,-1.5,-1.4,	7242
-0.8,-0.7,-1.8,-1.7,	10154
-0.8,-0.7,-10.0,-9.9,	3
-0.8,-0.7,-10.3,-10.2,	4
-0.8,-0.7,-2.1,-2.0,	13777
-0.8,-0.7,-2.4,-2.3,	16484
-0.8,-0.7,-2.7,-2.6,	18665
-0.8,-0.7,-3.0,-2.9,	19409
-0.8,-0.7,-3.3,-3.2,	18698
-0.8,-0.7,-3.6,-3.5,	16573
-0.8,-0.7,-3.9,-3.8,	14032
-0.8,-0.7,-4.2,-4.1,	12451
-0.8,-0.7,-4.5,-4.4,	11569
-0.8,-0.7,-4.8,-4.7,	11805
-0.8,-0.7,-5.1,-5.0,	13304
-0.8,-0.7,-5.4,-5.3,	15045
-0.8,-0.7,-5.7,-5.6,	16491
-0.8,-0.7,-6.0,-5.9,	16846
-0.8,-0.7,-6.3,-6.2,	15595
-0.8,-0.7,-6.6,-6.5,	13387
-0.8,-0.7,-6.9,-6.8,	10521
-0.8,-0.7,-7.2,-7.1,	7662
-0.8,-0.7,-7.5,-7.4,	4865
-0.8,-0.7,-7.8,-7.7,	3000
-0.8,-0.7,-8.1,-8.0,	1612
-0.8,-0.7,-8.4,-8.3,	852
-0.8,-0.7,-8.7,-8.6,	337
-0.8,-0.7,-9.0,-8.9,	150
-0.8,-0.7,-9.3,-9.2,	55
-0.8,-0.7,-9.6,-9.5,	19
-0.8,-0.7,-9.9,-9.8,	7
-0.8,-0.7,0.1,0.2,	2733
-0.8,-0.7,0.4,0.5,	2925
-0.8,-0.7,0.7,0.8,	3296
-0.8,-0.7,1.0,1.1,	4178
-0.8,-0.7,1.3,1.4,	5860
-0.8,-0.7,1.6,1.7,	8321
-0.8,-0.7,1.9,2.0,	11213
-0.8,-0.7,10.2,10.3,	1
-0.8,-0.7,10.5,10.6,	2
-0.8,-0.7,2.2,2.3,	14477
-0.8,-0.7,2.5,2.6,	17532
-0.8,-0.7,2.8,2.9,	19040
-0.8,-0.7,3.1,3.2,	19078
-0.8,-0.7,3.4,3.5,	17764
-0.8,-0.7,3.7,3.8,	15752
-0.8,-0.7,4.0,4.1,	13574
-0.8,-0.7,4.3,4.4,	12011
-0.8,-0.7,4.6,4.7,	11461
-0.8,-0.7,4.9,5.0,	12434
-0.8,-0.7,5.2,5.3,	14101
-0.8,-0.7,5.5,5.6,	15660
-0.8,-0.7,5.8,5.9,	17004
-0.8,-0.7,6.1,6.2,	16558
-0.8,-0.7,6.4,6.5,	15132
-0.8,-0.7,6.7,6.8,	12681
-0.8,-0.7,7.0,7.1,	9582
-0.8,-0.7,7.3,7.4,	6628
-0.8,-0.7,7.6,7.7,	4225
-0.8,-0.7,7.9,8.0,	2460
-0.8,-0.7,8.2,8.3,	1331
-0.8,-0.7,8.5,8.6,	654
-0.8,-0.7,8.8,8.9,	306
-0.8,-0.7,9.1,9.2,	125
-0.8,-0.7,9.4,9.5,	61
-0.8,-0.7,9.7,9.8,	25
-0.9,-0.8,-0.2,-0.1,	3370
-0.9,-0.8,-0.5,-0.4,	3461
-0.9,-0.8,-0.8,-0.7,	3937
-0.9,-0.8,-1.1,-1.0,	4774
-0.9,-0.8,-1.4,-1.3,	6566
-0.9,-0.8,-1.7,-1.6,	8776
-0.9,-0.8,-10.1,-10.0,	2
-0.9,-0.8,-10.4,-10.3,	1
-0.9,-0.8,-2.0,-1.9,	11847
-0.9,-0.8,-2.3,-2.2,	15011
-0.9,-0.8,-2.6,-2.5,	17257
-0.9,-0.8,-2.9,-2.8,	18433
-0.9,-0.8,-3.2,-3.1,	17899
-0.9,-0.8,-3.5,-3.4,	16419
-0.9,-0.8,-3.8,-3.7,	14259
-0.9,-0.8,-4.1,-4.0,	12067
-0.9,-0.8,-4.4,-4.3,	10860
-0.9,-0.8,-4.7,-4.6,	10983
-0.9,-0.8,-5.0,-4.9,	12064
-0.9,-0.8,-5.3,-5.2,	13479
-0.9,-0.8,-5.6,-5.5,	14850
-0.9,-0.8,-5.9,-5.8,	15424
-0.9,-0.8,-6.2,-6.1,	14918
-0.9,-0.8,-6.5,-6.4,	13089
-0.9,-0.8,-6.8,-6.7,	10685
-0.9,-0.8,-7.1,-7.0,	7833
-0.9,-0.8,-7.4,-7.3,	5402
-0.9,-0.8,-7.7,-7.6,	3296
-0.9,-0.8,-8.0,-7.9,	1802
-0.9,-0.8,-8.3,-8.2,	964
-0.9,-0.8,-8.6,-8.5,	429
-0.9,-0.8,-8.9,-8.8,	199
-0.9,-0.8,-9.2,-9.1,	79
-0.9,-0.8,-9.5,-9.4,	22
-0.9,-0.8,-9.8,-9.7,	5
-0.9,-0.8,0.0,0.1,	6785
-0.9,-0.8,0.3,0.4,	3369
-0.9,-0.8,0.6,0.7,	3581
-0.9,-0.8,0.9,1.0,	4191
-0.9,-0.8,1.2,1.3,	5070
-0.9,-0.8,1.5,1.6,	7218
-0.9,-0.8,1.8,1.9,	9671
-0.9,-0.8,10.1,10.2,	4
-0.9,-0.8,10.4,10.5,	1
-0.9,-0.8,2.1,2.2,	12962
-0.9,-0.8,2.4,2.5,	15576
-0.9,-0.8,2.7,2.8,	17775
-0.9,-0.8,3.0,3.1,	18129
-0.9,-0.8,3.3,3.4,	17421
-0.9,-0.8,3.6,3.7,	15469
-0.9,-0.8,3.9,4.0,	13485
-0.9,-0.8,4.2,4.3,	11591
-0.9,-0.8,4.5,4.6,	10753
-0.9,-0.8,4.8,4.9,	11077
-0.9,-0.8,5.1,5.2,	12452
-0.9,-0.8,5.4,5.5,	13723
